Run,analyte_type,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,biospecimen_repository,biospecimen_repository_sample_id,body_site,Bytes,Center Name,Consent_Code,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,gap_accession,histological_type,Instrument,is_tumor,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,study_design,study_name,submitted_subject_id
SRR10827005,RNA,RNA-Seq,100,1022369300,PRJNA568199,SAMN13717092,BrainDevelopment_Autism,RNAID1993-27352328_RNAID1993_S36_L005,Brain,438911272,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500771,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1993-27352328_RNAID1993_S36_L005,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1993-27352328_RNAID1993_S36_L005,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1993
SRR10827006,RNA,RNA-Seq,100,1031318100,PRJNA568199,SAMN13716665,BrainDevelopment_Autism,RNAID1993-27352328_RNAID1993_S36_L006,Brain,441818726,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500772,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1993-27352328_RNAID1993_S36_L006,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1993-27352328_RNAID1993_S36_L006,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1993
SRR10827007,RNA,RNA-Seq,100,959718400,PRJNA568199,SAMN13717321,BrainDevelopment_Autism,RNAID1993-27642668_RNAID1993_S36_L003,Brain,408075527,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500773,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1993-27642668_RNAID1993_S36_L003,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1993-27642668_RNAID1993_S36_L003,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1993
SRR10827008,RNA,RNA-Seq,100,1130218300,PRJNA568199,SAMN13717508,BrainDevelopment_Autism,RNAID1994-27335348_RNAID1994_S24_L004,Brain,497630380,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500774,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1994-27335348_RNAID1994_S24_L004,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1994-27335348_RNAID1994_S24_L004,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1994
SRR10827009,RNA,RNA-Seq,100,1121727400,PRJNA568199,SAMN13716797,BrainDevelopment_Autism,RNAID1994-27335348_RNAID1994_S24_L005,Brain,495114078,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500775,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1994-27335348_RNAID1994_S24_L005,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1994-27335348_RNAID1994_S24_L005,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1994
SRR10827010,RNA,RNA-Seq,100,1132767000,PRJNA568199,SAMN13717003,BrainDevelopment_Autism,RNAID1994-27335348_RNAID1994_S24_L006,Brain,499046894,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500776,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1994-27335348_RNAID1994_S24_L006,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1994-27335348_RNAID1994_S24_L006,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1994
SRR10827011,RNA,RNA-Seq,100,1105112700,PRJNA568199,SAMN13716893,BrainDevelopment_Autism,RNAID1994-27635701_RNAID1994_S24_L003,Brain,482754473,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500777,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1994-27635701_RNAID1994_S24_L003,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1994-27635701_RNAID1994_S24_L003,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1994
SRR10827012,RNA,RNA-Seq,100,7513113300,PRJNA568199,SAMN13717432,BrainDevelopment_Autism,RNAID1994-27635701_RNAID1994_S24_L006,Brain,3294821969,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500778,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1994-27635701_RNAID1994_S24_L006,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1994-27635701_RNAID1994_S24_L006,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1994
SRR10827013,RNA,RNA-Seq,100,809463300,PRJNA568199,SAMN13717227,BrainDevelopment_Autism,RNAID1995-27354328_RNAID1995_S20_L001,Brain,352923558,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500779,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1995-27354328_RNAID1995_S20_L001,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1995-27354328_RNAID1995_S20_L001,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1995
SRR10827014,RNA,RNA-Seq,100,758901300,PRJNA568199,SAMN13716814,BrainDevelopment_Autism,RNAID1995-27354328_RNAID1995_S20_L002,Brain,327282209,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500780,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1995-27354328_RNAID1995_S20_L002,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1995-27354328_RNAID1995_S20_L002,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1995
SRR10827015,RNA,RNA-Seq,100,766952800,PRJNA568199,SAMN13717087,BrainDevelopment_Autism,RNAID1995-27354328_RNAID1995_S20_L003,Brain,331164573,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500781,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1995-27354328_RNAID1995_S20_L003,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1995-27354328_RNAID1995_S20_L003,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1995
SRR10827016,RNA,RNA-Seq,100,711068300,PRJNA568199,SAMN13716688,BrainDevelopment_Autism,RNAID1995-27629713_RNAID1995_S20_L001,Brain,306221918,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500782,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1995-27629713_RNAID1995_S20_L001,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1995-27629713_RNAID1995_S20_L001,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1995
SRR10827017,RNA,RNA-Seq,100,707776300,PRJNA568199,SAMN13717611,BrainDevelopment_Autism,RNAID1995-27629713_RNAID1995_S20_L002,Brain,301788427,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500783,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1995-27629713_RNAID1995_S20_L002,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1995-27629713_RNAID1995_S20_L002,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1995
SRR10827018,RNA,RNA-Seq,100,2271266800,PRJNA568199,SAMN13716918,BrainDevelopment_Autism,RNAID1996-27335352_RNAID1996_S46_L007,Brain,983370948,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500784,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1996-27335352_RNAID1996_S46_L007,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1996-27335352_RNAID1996_S46_L007,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1996
SRR10827019,RNA,RNA-Seq,100,2271969500,PRJNA568199,SAMN13717219,BrainDevelopment_Autism,RNAID1996-27335352_RNAID1996_S46_L008,Brain,984782585,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500785,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1996-27335352_RNAID1996_S46_L008,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1996-27335352_RNAID1996_S46_L008,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1996
SRR10827020,RNA,RNA-Seq,100,1901771300,PRJNA568199,SAMN13716915,BrainDevelopment_Autism,RNAID1996-27651655_RNAID1996_S46_L004,Brain,804425728,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500786,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1996-27651655_RNAID1996_S46_L004,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1996-27651655_RNAID1996_S46_L004,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1996
SRR10827021,RNA,RNA-Seq,100,1861464200,PRJNA568199,SAMN13717005,BrainDevelopment_Autism,RNAID1996-27651655_RNAID1996_S46_L005,Brain,788357601,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500787,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1996-27651655_RNAID1996_S46_L005,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1996-27651655_RNAID1996_S46_L005,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1996
SRR10827022,RNA,RNA-Seq,100,906277600,PRJNA568199,SAMN13717412,BrainDevelopment_Autism,RNAID2095-25954121_RNAID2095_S62_L005,Brain,381766456,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500788,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID2095-25954121_RNAID2095_S62_L005,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID2095-25954121_RNAID2095_S62_L005,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,2095
SRR10827023,RNA,RNA-Seq,100,908194600,PRJNA568199,SAMN13716850,BrainDevelopment_Autism,RNAID2095-25954121_RNAID2095_S62_L006,Brain,382082808,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500789,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID2095-25954121_RNAID2095_S62_L006,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID2095-25954121_RNAID2095_S62_L006,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,2095
SRR10827024,RNA,RNA-Seq,100,944443700,PRJNA568199,SAMN13717027,BrainDevelopment_Autism,RNAID2095-26136156_RNAID2095_S62_L005,Brain,403154820,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500790,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID2095-26136156_RNAID2095_S62_L005,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID2095-26136156_RNAID2095_S62_L005,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,2095
SRR10827025,RNA,RNA-Seq,100,952843700,PRJNA568199,SAMN13716876,BrainDevelopment_Autism,RNAID2095-26136156_RNAID2095_S62_L006,Brain,406905393,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500791,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID2095-26136156_RNAID2095_S62_L006,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID2095-26136156_RNAID2095_S62_L006,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,2095
SRR10827026,RNA,RNA-Seq,100,950191800,PRJNA568199,SAMN13716717,BrainDevelopment_Autism,RNAID2095-26347338_RNAID2095_S62_L003,Brain,415376518,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500792,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID2095-26347338_RNAID2095_S62_L003,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID2095-26347338_RNAID2095_S62_L003,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,2095
SRR10827027,RNA,RNA-Seq,100,840390200,PRJNA568199,SAMN13717078,BrainDevelopment_Autism,RNAID2096-27354327_RNAID2096_S16_L001,Brain,368849520,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500793,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID2096-27354327_RNAID2096_S16_L001,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID2096-27354327_RNAID2096_S16_L001,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,2096
SRR10827028,RNA,RNA-Seq,100,804482800,PRJNA568199,SAMN13717407,BrainDevelopment_Autism,RNAID2096-27354327_RNAID2096_S16_L002,Brain,349266325,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500794,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID2096-27354327_RNAID2096_S16_L002,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID2096-27354327_RNAID2096_S16_L002,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,2096
SRR10827029,RNA,RNA-Seq,100,815645900,PRJNA568199,SAMN13717447,BrainDevelopment_Autism,RNAID2096-27354327_RNAID2096_S16_L003,Brain,354586963,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500795,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID2096-27354327_RNAID2096_S16_L003,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID2096-27354327_RNAID2096_S16_L003,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,2096
SRR10827030,RNA,RNA-Seq,100,778033300,PRJNA568199,SAMN13717263,BrainDevelopment_Autism,RNAID2096-27642667_RNAID2096_S16_L001,Brain,336861651,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500796,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID2096-27642667_RNAID2096_S16_L001,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID2096-27642667_RNAID2096_S16_L001,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,2096
SRR10827031,RNA,RNA-Seq,100,776593700,PRJNA568199,SAMN13717451,BrainDevelopment_Autism,RNAID2096-27642667_RNAID2096_S16_L002,Brain,333029113,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500797,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID2096-27642667_RNAID2096_S16_L002,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID2096-27642667_RNAID2096_S16_L002,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,2096
SRR10827032,RNA,RNA-Seq,100,927094900,PRJNA568199,SAMN13716656,BrainDevelopment_Autism,RNAID2097-26135138_RNAID2097_S73_L008,Brain,392814185,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500798,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID2097-26135138_RNAID2097_S73_L008,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID2097-26135138_RNAID2097_S73_L008,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,2097
SRR10827033,RNA,RNA-Seq,100,864692100,PRJNA568199,SAMN13717200,BrainDevelopment_Autism,RNAID2097-26329377_RNAID2097_S94_L005,Brain,378129884,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500799,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID2097-26329377_RNAID2097_S94_L005,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID2097-26329377_RNAID2097_S94_L005,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,2097
SRR10827034,RNA,RNA-Seq,100,917561100,PRJNA568199,SAMN13717151,BrainDevelopment_Autism,RNAID2097-26329377_RNAID2097_S94_L006,Brain,395866156,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500800,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID2097-26329377_RNAID2097_S94_L006,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID2097-26329377_RNAID2097_S94_L006,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,2097
SRR10827035,RNA,RNA-Seq,100,929770600,PRJNA568199,SAMN13716878,BrainDevelopment_Autism,RNAID2097-26329377_RNAID2097_S94_L007,Brain,401768752,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500801,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID2097-26329377_RNAID2097_S94_L007,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID2097-26329377_RNAID2097_S94_L007,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,2097
SRR10827036,RNA,RNA-Seq,100,921572000,PRJNA568199,SAMN13717277,BrainDevelopment_Autism,RNAID2097-26329377_RNAID2097_S94_L008,Brain,397174911,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500802,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID2097-26329377_RNAID2097_S94_L008,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID2097-26329377_RNAID2097_S94_L008,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,2097
SRR10827037,RNA,RNA-Seq,100,1154542300,PRJNA568199,SAMN13717187,BrainDevelopment_Autism,RNAID2098-25973950_RNAID2098_S24_L003,Brain,511443473,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500803,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID2098-25973950_RNAID2098_S24_L003,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID2098-25973950_RNAID2098_S24_L003,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,2098
SRR10827038,RNA,RNA-Seq,100,1137399000,PRJNA568199,SAMN13717099,BrainDevelopment_Autism,RNAID2098-25973950_RNAID2098_S24_L004,Brain,501557189,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500804,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID2098-25973950_RNAID2098_S24_L004,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID2098-25973950_RNAID2098_S24_L004,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,2098
SRR10827039,RNA,RNA-Seq,100,1189467000,PRJNA568199,SAMN13717328,BrainDevelopment_Autism,RNAID2098-26115317_RNAID2098_S24_L003,Brain,532466492,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500805,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID2098-26115317_RNAID2098_S24_L003,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID2098-26115317_RNAID2098_S24_L003,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,2098
SRR10827040,RNA,RNA-Seq,100,1195030800,PRJNA568199,SAMN13716703,BrainDevelopment_Autism,RNAID2098-26115317_RNAID2098_S24_L004,Brain,533818710,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500806,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID2098-26115317_RNAID2098_S24_L004,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID2098-26115317_RNAID2098_S24_L004,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,2098
SRR10827041,RNA,RNA-Seq,100,1181430300,PRJNA568199,SAMN13717260,BrainDevelopment_Autism,RNAID2098-26337382_RNAID2098_S24_L002,Brain,538468159,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500807,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID2098-26337382_RNAID2098_S24_L002,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID2098-26337382_RNAID2098_S24_L002,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,2098
SRR10827042,RNA,RNA-Seq,100,942054200,PRJNA568199,SAMN13716923,BrainDevelopment_Autism,RNAID2099-27352326_RNAID2099_S1_L001,Brain,409269686,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500808,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID2099-27352326_RNAID2099_S1_L001,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID2099-27352326_RNAID2099_S1_L001,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,2099
SRR10827043,RNA,RNA-Seq,100,893667700,PRJNA568199,SAMN13716752,BrainDevelopment_Autism,RNAID2099-27352326_RNAID2099_S1_L002,Brain,383826161,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500809,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID2099-27352326_RNAID2099_S1_L002,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID2099-27352326_RNAID2099_S1_L002,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,2099
SRR10827044,RNA,RNA-Seq,100,905563700,PRJNA568199,SAMN13717543,BrainDevelopment_Autism,RNAID2099-27352326_RNAID2099_S1_L003,Brain,389380456,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500810,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID2099-27352326_RNAID2099_S1_L003,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID2099-27352326_RNAID2099_S1_L003,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,2099
